"developer","provider_type","program_year","tot_provs_report_developer","tot_provs_report_2015_edition","tot_provs_report_2014_edition","tot_provs_report_2011_edition","product_type"
"ArcSys, Inc.","professional",2016,26,0,8,18,"Commercial"
"Arete Healthcare Services, LLC","professional",2016,51,0,44,7,"Commercial"
"Armaria Data Systems, LLC","professional",2016,5,0,0,5,"Commercial"
"Artemis Health Group","professional",2016,10,0,10,0,"Commercial"
"Askesis Development Group, Inc.","professional",2016,27,0,0,27,"Commercial"
"ASP.MD Inc.","professional",2016,10,0,2,8,"Commercial"
"Aspyra, LLC","professional",2016,2,0,2,0,"Commercial"
"AT&T","professional",2016,2,0,0,2,"Commercial"
"athenahealth, Inc.","professional",2016,18018,0,17280,738,"Commercial"
"Atlantic Cape IT, LLC","professional",2016,3,0,0,3,"Commercial"
"Aurora Health Care, Inc.","professional",2016,63,0,63,0,"Self-developed"
"AutoMedSys, LLC","professional",2016,2,0,0,2,"Commercial"
"Avairis, Inc.","professional",2016,7,0,0,7,"Commercial"
"Avazen Health","professional",2016,2,0,0,2,"Commercial"
"Avreo, Inc.","professional",2016,63,0,29,34,"Commercial"
"Axolotl Corp","professional",2016,30,0,0,30,"Commercial"
"Azalea Health","professional",2016,37,0,30,7,"Commercial"
"BackChart","professional",2016,37,0,0,37,"Commercial"
"Bayview Physicians Group","professional",2016,175,0,166,9,"Self-developed"
"Best Practices Academy","professional",2016,6,0,6,0,"Commercial"
"Beth Israel Deaconess Medical Center","professional",2016,638,0,582,56,"Self-developed"
"Binary Spectrum Pvt. Ltd.","professional",2016,1,0,0,1,"Commercial"
"BioMedix Vascular Solutions","professional",2016,1141,0,6,1135,"Commercial"
"Bizmatics Inc.","professional",2016,569,0,307,262,"Commercial"
"BJC Healthcare","professional",2016,250,0,250,0,"Self-developed"
"BlueFire Medical Software","professional",2016,1,0,0,1,"Commercial"
"Bogardus Medical Systems, Inc.","professional",2016,41,0,33,8,"Commercial"
"Bradoc Data Management Inc.","professional",2016,20,0,19,1,"Commercial"
"Braintree Health","professional",2016,4,0,4,0,"Commercial"
"Bridge Patient Portal LLC","professional",2016,8,0,8,0,"Commercial"
"BuildYourEMR","professional",2016,5,0,5,0,"Commercial"
"BusinessOn, Inc.","professional",2016,1,0,0,1,"Commercial"
"Businet, LLC","professional",2016,105,0,69,36,"Commercial"
"CaduRx, Inc.","professional",2016,29,0,25,4,"Commercial"
"California Medical Systems","professional",2016,35,0,24,11,"Commercial"
"CareCloud Corporation","professional",2016,166,0,145,21,"Commercial"
"CareEvolution, Inc.","professional",2016,27,0,27,0,"Commercial"
"Carestream Health","professional",2016,22,0,0,22,"Commercial"
"Carol Emerson MD","professional",2016,6,0,0,6,"Commercial"
"Catalis, Inc.","professional",2016,13,0,0,13,"Commercial"
"CDI, Inc.","professional",2016,50,0,50,0,"Commercial"
"CECity","professional",2016,1,0,1,0,"Commercial"
"Center for Diagnostic Imaging","professional",2016,70,0,50,20,"Self-developed"
"Cerberus Healthcare, LLC","professional",2016,1,0,1,0,"Commercial"
"Cerner Corporation","professional",2016,17132,0,15631,1501,"Commercial"
"ChartLogic, Inc.","professional",2016,579,0,358,221,"Commercial"
"ChiroCloud LLC","professional",2016,18,0,0,18,"Commercial"
"ChoiceOne EHR Inc.","professional",2016,41,0,41,0,"Commercial"
"CitiusTech, Inc.","professional",2016,650,0,628,22,"Commercial"
"Claimat Inc.","professional",2016,6,0,0,6,"Commercial"
"Claimpower, Inc.","professional",2016,32,0,31,1,"Commercial"
"Clarkson Eyecare","professional",2016,109,0,90,19,"Self-developed"
"Claydata LLC","professional",2016,5,0,0,5,"Commercial"
"ClearHealth Inc.","professional",2016,1,0,0,1,"Commercial"
"ClearPractice","professional",2016,18,0,0,18,"Commercial"
"Clinic Service Corporation","professional",2016,1,0,0,1,"Commercial"
"ClinicMax, Inc.","professional",2016,4,0,3,1,"Commercial"
"Clinix MIS LLC","professional",2016,33,0,0,33,"Commercial"
"ClinixMD LLC","professional",2016,50,0,37,13,"Commercial"
"CodoniX","professional",2016,72,0,40,32,"Commercial"
"Colonial Valley Software, LLC","professional",2016,9,0,0,9,"Commercial"
"ComChart Medical Software, LLC","professional",2016,17,0,0,17,"Commercial"
"Commonwealth Informatics","professional",2016,99,0,99,0,"Commercial"
"Complete Medical Solutions, LLC","professional",2016,6,0,0,6,"Commercial"
"CompuGroup Medical, Inc.","professional",2016,234,0,145,89,"Commercial"
"Compulink Business Systems, Inc.","professional",2016,2957,0,2075,882,"Commercial"
"Computer Systems Consultants, Inc.","professional",2016,2,0,0,2,"Commercial"
"Comtron Corp.","professional",2016,125,0,88,37,"Commercial"
"Connect(x) HealthWare LLC","professional",2016,1,0,0,1,"Commercial"
"Connexin Software, Inc.","professional",2016,262,0,262,0,"Commercial"
"Corepoint Health","professional",2016,7,0,7,0,"Commercial"
"Covisint","professional",2016,13,0,0,13,"Commercial"
"CPSI (Computer Programs and Systems), Inc.","professional",2016,73,0,53,20,"Commercial"
"Credible Behavioral Health, Inc.","professional",2016,2,0,2,0,"Commercial"
"Criterions, LLC","professional",2016,209,0,182,27,"Commercial"
"Crowell Systems","professional",2016,66,0,0,66,"Commercial"
"Crystal Practice Management","professional",2016,203,0,0,203,"Commercial"
"CSS|ORMED","professional",2016,24,0,24,0,"Commercial"
"CureMD.com, Inc.","professional",2016,349,0,308,41,"Commercial"
"Custom Computing Corporation","professional",2016,25,0,23,2,"Commercial"
"Cybax Corporation","professional",2016,7,0,0,7,"Commercial"
"CyberMed Corporation","professional",2016,1,0,0,1,"Self-developed"
"Cybernius Medical Ltd.","professional",2016,10,0,0,10,"Commercial"
"Cyclops Vision Corporation","professional",2016,34,0,11,23,"Commercial"
"Cyfluent","professional",2016,39,0,32,7,"Commercial"
"Darena Solutions LLC","professional",2016,10,0,0,10,"Commercial"
"Data Strategies, Inc.","professional",2016,93,0,14,79,"Commercial"
"Data Tec, Inc.","professional",2016,34,0,17,17,"Commercial"
"DataGroup Technologies Inc.","professional",2016,3,0,3,0,"Commercial"
"DataMotion, Inc.","professional",2016,69,0,69,0,"Commercial"
"Datatel Solutions, Inc.","professional",2016,6,0,0,6,"Commercial"
"DAW SYSTEMS, INC.","professional",2016,2,0,0,2,"Commercial"
"Dawkins Incorporated","professional",2016,4,0,0,4,"Commercial"
"dbMotion","professional",2016,44,0,0,44,"Commercial"
"DentiMax, LLC","professional",2016,2,0,2,0,"Commercial"
"DermWrite LLC","professional",2016,20,0,20,0,"Commercial"
"Dexter Solutions Inc","professional",2016,38,0,32,6,"Commercial"
"digiChart, Inc.","professional",2016,202,0,75,127,"Commercial"
"DigiDMS, Inc.","professional",2016,87,0,79,8,"Commercial"
"Digital Data Resources, LLC","professional",2016,1,0,0,1,"Commercial"
"Digital Medical Solutions, Inc.","professional",2016,102,0,90,12,"Commercial"
"Dignity Health","professional",2016,397,0,222,175,"Commercial"
"Diversified Ophthalmics, Inc.","professional",2016,16,0,0,16,"Commercial"
"DNA Data Systems","professional",2016,23,0,0,23,"Commercial"
"Doc-tor.com","professional",2016,91,0,68,23,"Commercial"
"doc2MD, Inc.","professional",2016,5,0,0,5,"Commercial"
"DocComply","professional",2016,18,0,13,5,"Commercial"
"DocPatientNetwork","professional",2016,6,0,0,6,"Commercial"
"DocTalk LLC.","professional",2016,3,0,0,3,"Commercial"
"Doctor Office Management, Inc.","professional",2016,8,0,0,8,"Commercial"
"Doctorsoft Corporation","professional",2016,67,0,63,4,"Commercial"
"DoctorsPartner LLC","professional",2016,53,0,22,31,"Commercial"
"DocuTAP","professional",2016,288,0,187,101,"Commercial"
"DocuTrac, Inc.","professional",2016,2,0,0,2,"Commercial"
"Dox-Starwriter","professional",2016,19,0,0,19,"Commercial"
"DOX EMR","professional",2016,43,0,43,0,"Commercial"
"DR Systems, Inc.","professional",2016,2267,0,1932,335,"Commercial"
"drchrono Inc.","professional",2016,310,0,214,96,"Commercial"
"DrFirst","professional",2016,1065,0,794,271,"Commercial"
"DrScribe, Inc.","professional",2016,9,0,8,1,"Commercial"
"Dynamic Health IT, Inc","professional",2016,109,0,109,0,"Commercial"
"E-Health Partners, Inc.","professional",2016,7,0,3,4,"Commercial"
"E-Z BIS, Inc.","professional",2016,469,0,399,70,"Commercial"
"E*HealthLine.com, Inc.","professional",2016,1,0,0,1,"Commercial"
"E.A. Crowell & Associates, Inc. dba Crowell Systems","professional",2016,3,0,3,0,"Commercial"
"Easy Billing Systems, Inc.","professional",2016,20,0,12,8,"Commercial"
"EBIO-METRONICS","professional",2016,6,0,0,6,"Commercial"
"eCast Corporation","professional",2016,18,0,0,18,"Commercial"
"eClinicalWorks, LLC","professional",2016,26498,0,22761,3737,"Commercial"
"eDerm Systems LLC","professional",2016,23,0,0,23,"Self-developed"
"EDImis, Inc.","professional",2016,7,0,0,7,"Commercial"
"eHealth Made EASY, LLC","professional",2016,2,0,0,2,"Commercial"
"eHealthFiles, Inc.","professional",2016,1,0,0,1,"Commercial"
"eHealthObjects, Inc.","professional",2016,1,0,1,0,"Commercial"
"EHRMagic, Inc.","professional",2016,5,0,0,5,"Commercial"
"Elation EMR, Inc.","professional",2016,142,0,139,3,"Commercial"
"Elekta - IMPAC Medical Systems, Inc.","professional",2016,1248,0,750,498,"Commercial"
"Emdeon Corporation","professional",2016,27,0,16,11,"Commercial"
"eMDs","professional",2016,6333,0,3756,2577,"Commercial"
"eMed Solutions LLC","professional",2016,2,0,0,2,"Commercial"
"eMedapps, Inc.","professional",2016,13,0,13,0,"Commercial"
"EMedicalNotes, LLC","professional",2016,89,0,0,89,"Commercial"
"eMedPractice LLC","professional",2016,43,0,40,3,"Commercial"
"Emory Healthcare","professional",2016,29,0,0,29,"Self-developed"
"Empower Systems","professional",2016,3,0,0,3,"Commercial"
"Empower Technologies, Inc.","professional",2016,17,0,2,15,"Commercial"
"EMRConnect","professional",2016,1697,0,1697,0,"Commercial"
"EMRgence, LLC","professional",2016,51,0,0,51,"Commercial"
"EMRlogic Systems, Inc.","professional",2016,177,0,49,128,"Commercial"
"Enable Healthcare Inc.","professional",2016,213,0,191,22,"Commercial"
"EnableDoc LLC","professional",2016,9,0,4,5,"Commercial"
"Encite, Inc.","professional",2016,208,0,112,96,"Commercial"
"EndoSoft, LLC","professional",2016,1,0,0,1,"Commercial"
"EON Systems, Inc.","professional",2016,191,0,72,119,"Commercial"
"Epic Systems Corporation","professional",2016,92241,5875,79831,6535,"Commercial"
"Epocrates, Inc.","professional",2016,1,0,0,1,"Commercial"
"Eprosystem Inc.","professional",2016,12,0,7,5,"Commercial"
"Equicare Health Incorporated","professional",2016,1,0,0,1,"Commercial"
"eRAD, Inc.","professional",2016,496,0,472,24,"Commercial"
"eScribe EMR Solutions","professional",2016,64,0,0,64,"Commercial"
"Estuary Electronic Health Records","professional",2016,1,0,0,1,"Commercial"
"Etransmedia Technology, Inc.","professional",2016,1,0,0,1,"Commercial"
"Evident","professional",2016,115,0,115,0,"Commercial"
"Exemplo Medical, LLC","professional",2016,17,0,5,12,"Commercial"
"ExitCare, LLC","professional",2016,39,0,29,10,"Commercial"
"Exscribe, Inc.","professional",2016,412,0,308,104,"Commercial"
"Eyecom3 / HealthLine Systems, Inc.","professional",2016,16,0,0,16,"Commercial"
"Eyefinity, Inc.","professional",2016,4287,0,2025,2262,"Commercial"
"EyeFormatics, Inc.","professional",2016,5,0,5,0,"Commercial"
"EyeMD EMR Healthcare Systems","professional",2016,757,0,702,55,"Commercial"
"EZ Healthcare Inc.","professional",2016,13,0,0,13,"Commercial"
"EZ Notes Inc.","professional",2016,311,0,180,131,"Commercial"
"EZDERM, LLC","professional",2016,13,0,12,1,"Commercial"
"ezEMRx Inc","professional",2016,13,0,13,0,"Commercial"
"FairWarning Technologies, Inc.","professional",2016,2304,0,2304,0,"Commercial"
"Falcon, LLC.","professional",2016,514,0,460,54,"Commercial"
"Fanno Creek Clinic","professional",2016,13,0,0,13,"Self-developed"
"FIGmd Inc.","professional",2016,432,0,432,0,"Commercial"
"First Insight Corporation","professional",2016,807,0,676,131,"Commercial"
"FlagShipMD LLC","professional",2016,9,0,7,2,"Commercial"
"Flatiron Health, Inc.","professional",2016,962,0,962,0,"Commercial"
"Florida Heart & Vascular Multi Specialty Group","professional",2016,27,0,25,2,"Self-developed"
"Forte Holdings","professional",2016,325,0,136,189,"Commercial"
"FUJIFILM Medical Systems USA, Inc.","professional",2016,141,0,103,38,"Commercial"
"Future Health","professional",2016,206,0,0,206,"Commercial"
"GE Healthcare","professional",2016,18310,0,14834,3476,"Commercial"
"GeeseMed Inc.","professional",2016,1,0,1,0,"Commercial"
"GEMMS","professional",2016,745,0,663,82,"Commercial"
"Genensys LLC","professional",2016,3,0,2,1,"Commercial"
"Genesis Primary Care EMR","professional",2016,5,0,0,5,"Commercial"
"Genius Solutions Inc.","professional",2016,138,0,124,14,"Commercial"
"GeniusDoc, Inc.","professional",2016,130,0,116,14,"Commercial"
"Genix Technology Inc.","professional",2016,1,0,1,0,"Commercial"
"Geriatric Practice Management","professional",2016,5,0,5,0,"Commercial"
"Get Real Health","professional",2016,437,0,437,0,"Commercial"
"Glenwood Systems LLC","professional",2016,216,0,205,11,"Commercial"
"GlobalOne Information Technologies, LLC","professional",2016,1,0,0,1,"Commercial"
"gMed, Inc.","professional",2016,1518,0,1402,116,"Commercial"
"Goldblatt Systems","professional",2016,4,0,3,1,"Commercial"
"Greenway Health, LLC","professional",2016,10605,0,8733,1872,"Commercial"
"H-DOX","professional",2016,33,0,0,33,"Commercial"
"Harris CareTracker, Inc","professional",2016,478,0,478,0,"Commercial"
"Harris QuadraMed","professional",2016,2,0,2,0,"Commercial"
"Havenridge Consulting, LLC","professional",2016,271,0,145,126,"Commercial"
"HCA Information Technology & Services, Inc.","professional",2016,62,0,0,62,"Self-developed"
"HCA Physician Services","professional",2016,1538,0,1538,0,"Self-developed"
"Healogics, Inc.","professional",2016,15,0,15,0,"Commercial"
"Health Administration Systems, Inc.","professional",2016,22,0,2,20,"Commercial"
"Health Care 2000, Inc.","professional",2016,20,0,9,11,"Commercial"
"Health Care Intranet Technologies (HCIT)","professional",2016,27,0,17,10,"Commercial"
"Health Communication Systems, LLC","professional",2016,1,0,0,1,"Commercial"
"Health Companion, Inc.","professional",2016,27,0,27,0,"Commercial"
"Health Data Services, Inc.","professional",2016,1,0,0,1,"Commercial"
"Health eFilings, LLC","professional",2016,140,0,140,0,"Commercial"
"Health Grid Corp","professional",2016,1201,0,1201,0,"Commercial"
"Health Innovation Technologies, Inc.","professional",2016,1383,0,1144,239,"Commercial"
"Health IT Services Group","professional",2016,241,0,0,241,"Commercial"
"Health One Alliance","professional",2016,4,0,1,3,"Commercial"
"Health Systems Technology, Inc.","professional",2016,51,0,36,15,"Commercial"
"Healthcare Management Systems, Inc.","professional",2016,1,0,0,1,"Commercial"
"HEALTHeSTATE, LLC","professional",2016,1,0,0,1,"Commercial"
"HealthFusion","professional",2016,1126,0,939,187,"Commercial"
"Healthjump, Inc.","professional",2016,28,0,28,0,"Commercial"
"Healthland","professional",2016,114,0,89,25,"Commercial"
"HealthLine Systems Inc./Eyecom","professional",2016,7,0,7,0,"Commercial"
"HealthPort","professional",2016,151,0,50,101,"Commercial"
"HealthTec Software Inc","professional",2016,1,0,0,1,"Commercial"
"Healthwise, Incorporated","professional",2016,1,0,1,0,"Commercial"
"Hello Health","professional",2016,27,0,19,8,"Commercial"
"Henry Schein Medical Systems","professional",2016,422,0,271,151,"Commercial"
"Henry Schein Practice Solutions, Inc.","professional",2016,21,0,8,13,"Commercial"
"Herfert Software, Inc.","professional",2016,5,0,0,5,"Commercial"
"HHT International Consulting, Inc. DBA MDFlow Systems","professional",2016,9,0,0,9,"Commercial"
"Holt Systems, Inc.","professional",2016,43,0,38,5,"Commercial"
"Horizon Medical World LLC","professional",2016,2,0,0,2,"Commercial"
"Hyland Software, Inc.","professional",2016,186,0,186,0,"Commercial"
"i2i Systems","professional",2016,43,0,43,0,"Commercial"
"Iatric Systems, Inc.","professional",2016,1549,0,1542,7,"Commercial"
"Ibeza LLC","professional",2016,2,0,2,0,"Commercial"
"ICANotes LLC","professional",2016,63,0,42,21,"Commercial"
"iChartsMD","professional",2016,3,0,0,3,"Commercial"
"ICS Software, Ltd.","professional",2016,633,0,633,0,"Commercial"
"ifa united i-tech Inc.","professional",2016,131,0,93,38,"Commercial"
"Imagine MD, LLC","professional",2016,1,0,0,1,"Commercial"
"ImagingElements LLC","professional",2016,221,0,106,115,"Commercial"
"iMDsoft","professional",2016,66,0,66,0,"Commercial"
"iMed Software Corporation","professional",2016,124,0,101,23,"Commercial"
"iMedicWare","professional",2016,323,0,308,15,"Commercial"
"Indian Health Service","professional",2016,393,0,91,302,"Commercial"
"Infian","professional",2016,3,0,3,0,"Commercial"
"Infinite Software Solutions Inc. [D/B/A MD-Reports]","professional",2016,92,0,50,42,"Commercial"
"Infinitt North America","professional",2016,50,0,47,3,"Commercial"
"Influence Health","professional",2016,379,0,379,0,"Commercial"
"Infomedika, Inc.","professional",2016,1,0,0,1,"Commercial"
